TIMESTAMP,HR,HRV,GSR
05_09-08_37_04.432810,198.00,397.00
05_09-08_37_06.088955,196.00,281.00
05_09-08_37_06.135883,198.00,175.00
05_09-08_37_06.198295,196.00,156.00
05_09-08_37_06.245175,198.00,238.00
05_09-08_37_06.292045,196.00,455.00
05_09-08_37_06.338993,198.00,517.00
05_09-08_37_06.401411,196.00,514.00
05_09-08_37_06.448284,197.00,517.00
05_09-08_37_06.495148,196.00,513.00
05_09-08_37_06.542104,196.00,512.00
05_09-08_37_06.604526,196.00,512.00
05_09-08_37_06.651396,196.00,493.00
05_09-08_37_06.698267,196.00,467.00
05_09-08_37_06.745214,196.00,424.00
05_09-08_37_06.792086,197.00,379.00
05_09-08_37_06.854506,195.00,349.00
05_09-08_37_06.901376,197.00,322.00
05_09-08_37_06.948245,195.00,308.00
05_09-08_37_06.995185,197.00,306.00
05_09-08_37_07.057618,195.00,328.00
05_09-08_37_07.104481,197.00,506.00
05_09-08_37_07.151431,195.00,521.00
05_09-08_37_07.198229,196.00,518.00
05_09-08_37_07.260728,195.00,518.00
05_09-08_37_07.307591,196.00,515.00
05_09-08_37_07.354491,195.00,515.00
05_09-08_37_07.416959,195.00,515.00
05_09-08_37_07.467090,196.00,519.00
05_09-08_37_07.516268,195.00,514.00
05_09-08_37_07.569482,196.00,518.00
05_09-08_37_07.619103,195.00,491.00
05_09-08_37_07.671540,197.00,464.00
05_09-08_37_07.721033,195.00,417.00
05_09-08_37_07.764417,197.00,373.00
05_09-08_37_07.811374,195.00,344.00
05_09-08_37_07.858203,197.00,324.00
05_09-08_37_07.920668,195.00,400.00
05_09-08_37_07.967536,196.00,518.00
05_09-08_37_08.014428,195.00,518.00
05_09-08_37_08.061356,195.00,517.00
05_09-08_37_08.123769,195.00,514.00
05_09-08_37_08.170641,195.00,521.00
05_09-08_37_08.217595,195.00,514.00
05_09-08_37_08.264472,195.00,515.00
05_09-08_37_08.326888,196.00,509.00
05_09-08_37_08.373758,195.00,486.00
05_09-08_37_08.420628,196.00,433.00
05_09-08_37_08.467578,194.00,384.00
