TIMESTAMP,HR,HRV,GSR
05_02-12_01_47.441208,223.00,506.00
05_02-12_01_49.109740,217.00,384.00
05_02-12_01_49.158871,219.00,272.00
05_02-12_01_49.261882,216.00,246.00
05_02-12_01_49.272883,218.00,256.00
05_02-12_01_49.310433,216.00,285.00
05_02-12_01_49.363661,216.00,307.00
05_02-12_01_49.419044,217.00,324.00
05_02-12_01_49.466062,216.00,392.00
05_02-12_01_49.516657,218.00,526.00
05_02-12_01_49.565383,216.00,528.00
05_02-12_01_49.617609,221.00,524.00
05_02-12_01_49.667930,216.00,508.00
05_02-12_01_49.716947,221.00,477.00
05_02-12_01_49.769280,216.00,457.00
05_02-12_01_49.820353,220.00,439.00
05_02-12_01_49.872892,216.00,429.00
05_02-12_01_49.921387,220.00,417.00
05_02-12_01_49.971005,217.00,408.00
05_02-12_01_50.023055,218.00,407.00
05_02-12_01_50.072715,217.00,403.00
05_02-12_01_50.122285,216.00,404.00
05_02-12_01_50.178141,218.00,407.00
05_02-12_01_50.224805,216.00,405.00
05_02-12_01_50.305271,219.00,408.00
05_02-12_01_50.327245,216.00,410.00
05_02-12_01_50.376399,220.00,425.00
05_02-12_01_50.429649,215.00,525.00
05_02-12_01_50.491806,221.00,531.00
05_02-12_01_50.522949,217.00,532.00
05_02-12_01_50.581249,220.00,525.00
05_02-12_01_50.631567,216.00,523.00
05_02-12_01_50.683413,219.00,524.00
05_02-12_01_50.732454,215.00,508.00
05_02-12_01_50.781945,218.00,496.00
05_02-12_01_50.835178,216.00,478.00
05_02-12_01_50.884329,217.00,453.00
05_02-12_01_50.933777,218.00,435.00
05_02-12_01_50.986265,217.00,425.00
05_02-12_01_51.035894,220.00,413.00
05_02-12_01_51.085045,217.00,409.00
05_02-12_01_51.138487,223.00,408.00
05_02-12_01_51.187267,219.00,403.00
05_02-12_01_51.240870,224.00,406.00
05_02-12_01_51.289596,221.00,411.00
05_02-12_01_51.339124,226.00,528.00
05_02-12_01_51.392365,223.00,525.00
05_02-12_01_51.441540,225.00,526.00
05_02-12_01_51.491076,223.00,528.00
05_02-12_01_51.545055,224.00,524.00
05_02-12_01_51.616951,223.00,518.00
05_02-12_01_51.646142,222.00,512.00
05_02-12_01_51.695837,224.00,480.00
05_02-12_01_51.744533,222.00,445.00
05_02-12_01_51.797683,226.00,422.00
05_02-12_01_51.846990,222.00,400.00
05_02-12_01_51.897072,226.00,385.00
05_02-12_01_51.949272,223.00,379.00
05_02-12_01_52.000144,227.00,375.00
05_02-12_01_52.051711,222.00,377.00
05_02-12_01_52.101882,226.00,375.00
05_02-12_01_52.150524,222.00,383.00
05_02-12_01_52.203805,226.00,536.00
05_02-12_01_52.253341,222.00,525.00
05_02-12_01_52.302698,223.00,525.00
05_02-12_01_52.355493,223.00,532.00
05_02-12_01_52.405011,221.00,518.00
05_02-12_01_52.457226,222.00,513.00
05_02-12_01_52.506798,221.00,482.00
05_02-12_01_52.556342,224.00,449.00
05_02-12_01_52.608734,220.00,424.00
05_02-12_01_52.658773,224.00,403.00
05_02-12_01_52.707685,220.00,381.00
05_02-12_01_52.761342,225.00,372.00
05_02-12_01_52.810506,220.00,364.00
05_02-12_01_52.859682,223.00,365.00
05_02-12_01_52.912910,220.00,368.00
05_02-12_01_52.961554,223.00,372.00
05_02-12_01_53.015317,220.00,384.00
