TIMESTAMP,HR,HRV,GSR
05_02-10_55_34.393979,279.00,519.00
05_02-10_55_36.097442,274.00,432.00
05_02-10_55_36.113066,276.00,328.00
05_02-10_55_36.159958,275.00,296.00
05_02-10_55_36.206887,275.00,332.00
05_02-10_55_36.269307,278.00,373.00
05_02-10_55_36.316177,275.00,413.00
05_02-10_55_36.363049,279.00,544.00
05_02-10_55_36.409955,275.00,540.00
05_02-10_55_36.472438,280.00,519.00
05_02-10_55_36.518635,275.00,509.00
05_02-10_55_36.565486,281.00,486.00
05_02-10_55_36.612420,275.00,471.00
05_02-10_55_36.674876,280.00,468.00
05_02-10_55_36.721746,275.00,452.00
05_02-10_55_36.768617,279.00,432.00
05_02-10_55_36.815543,275.00,446.00
05_02-10_55_36.877987,277.00,450.00
05_02-10_55_36.924856,276.00,461.00
05_02-10_55_36.971703,275.00,463.00
05_02-10_55_37.018657,278.00,464.00
05_02-10_55_37.081097,275.00,470.00
05_02-10_55_37.127968,280.00,496.00
05_02-10_55_37.174839,275.00,551.00
05_02-10_55_37.221774,281.00,525.00
05_02-10_55_37.284183,275.00,521.00
05_02-10_55_37.331078,281.00,510.00
05_02-10_55_37.440445,275.00,495.00
05_02-10_55_37.456072,280.00,464.00
05_02-10_55_37.487323,275.00,438.00
05_02-10_55_37.534189,278.00,458.00
05_02-10_55_37.581032,275.00,476.00
05_02-10_55_37.627989,276.00,487.00
05_02-10_55_37.674863,276.00,485.00
05_02-10_55_37.799795,275.00,462.00
05_02-10_55_37.815420,277.00,448.00
05_02-10_55_37.831020,275.00,438.00
05_02-10_55_37.893540,279.00,479.00
05_02-10_55_37.940411,275.00,490.00
05_02-10_55_37.987281,280.00,547.00
05_02-10_55_38.065401,274.00,546.00
05_02-10_55_38.081039,278.00,533.00
05_02-10_55_38.143522,273.00,539.00
05_02-10_55_38.237265,277.00,530.00
05_02-10_55_38.237265,274.00,505.00
05_02-10_55_38.299761,276.00,471.00
05_02-10_55_38.346632,274.00,475.00
05_02-10_55_38.393504,275.00,475.00
05_02-10_55_38.440431,276.00,474.00
05_02-10_55_38.487218,275.00,468.00
05_02-10_55_38.534122,277.00,468.00
05_02-10_55_38.596614,275.00,473.00
05_02-10_55_38.643484,278.00,478.00
05_02-10_55_38.705960,275.00,485.00
05_02-10_55_38.752854,279.00,488.00
05_02-10_55_38.794011,275.00,518.00
05_02-10_55_38.856510,278.00,541.00
05_02-10_55_38.903401,276.00,516.00
05_02-10_55_38.950273,278.00,501.00
05_02-10_55_38.997200,277.00,490.00
05_02-10_55_39.044072,278.00,481.00
05_02-10_55_39.106512,277.00,483.00
05_02-10_55_39.153382,277.00,479.00
05_02-10_55_39.200254,279.00,474.00
05_02-10_55_39.262752,277.00,475.00
05_02-10_55_39.309623,280.00,462.00
05_02-10_55_39.356494,278.00,461.00
05_02-10_55_39.403426,281.00,470.00
05_02-10_55_39.450291,278.00,473.00
05_02-10_55_39.512733,282.00,503.00
05_02-10_55_39.559604,279.00,536.00
05_02-10_55_39.606475,283.00,525.00
05_02-10_55_39.668943,280.00,502.00
05_02-10_55_39.715844,282.00,479.00
05_02-10_55_39.762715,281.00,469.00
05_02-10_55_39.809565,283.00,470.00
05_02-10_55_39.856514,283.00,465.00
05_02-10_55_39.918956,283.00,431.00
05_02-10_55_39.965825,285.00,419.00
05_02-10_55_40.012697,284.00,422.00
05_02-10_55_40.059583,287.00,463.00
05_02-10_55_40.200185,285.00,480.00
05_02-10_55_40.200185,289.00,476.00
05_02-10_55_40.262665,286.00,526.00
05_02-10_55_40.278306,290.00,539.00
