TIMESTAMP,HR,HRV,GSR
05_03-10_43_36.174624,454.00,551.00
05_03-10_43_37.784505,456.00,534.00
05_03-10_43_37.831518,450.00,533.00
05_03-10_43_37.880833,456.00,536.00
05_03-10_43_37.934523,451.00,529.00
05_03-10_43_37.983426,454.00,501.00
05_03-10_43_38.035917,451.00,464.00
05_03-10_43_38.085956,452.00,423.00
05_03-10_43_38.135238,451.00,393.00
05_03-10_43_38.188247,451.00,357.00
05_03-10_43_38.237621,452.00,331.00
05_03-10_43_38.286482,450.00,329.00
05_03-10_43_38.339544,454.00,508.00
05_03-10_43_38.388590,452.00,550.00
05_03-10_43_38.439281,455.00,537.00
05_03-10_43_38.491586,449.00,538.00
05_03-10_43_38.541703,455.00,537.00
05_03-10_43_38.593982,450.00,536.00
05_03-10_43_38.643326,454.00,533.00
05_03-10_43_38.692310,450.00,534.00
05_03-10_43_38.745620,452.00,513.00
05_03-10_43_38.794686,450.00,477.00
05_03-10_43_38.843868,451.00,439.00
05_03-10_43_38.897301,450.00,426.00
05_03-10_43_38.946193,449.00,400.00
05_03-10_43_38.999345,451.00,370.00
05_03-10_43_39.048558,449.00,348.00
05_03-10_43_39.097726,454.00,339.00
05_03-10_43_39.151073,449.00,351.00
05_03-10_43_39.200228,456.00,562.00
05_03-10_43_39.249870,449.00,538.00
05_03-10_43_39.302565,454.00,538.00
05_03-10_43_39.352062,449.00,538.00
05_03-10_43_39.405989,452.00,541.00
05_03-10_43_39.456182,449.00,543.00
05_03-10_43_39.505330,451.00,537.00
05_03-10_43_39.556790,450.00,546.00
05_03-10_43_39.607179,451.00,549.00
05_03-10_43_39.655885,449.00,535.00
05_03-10_43_39.709510,448.00,538.00
05_03-10_43_39.758642,451.00,536.00
05_03-10_43_39.811979,448.00,516.00
05_03-10_43_39.860633,452.00,508.00
05_03-10_43_39.910857,448.00,489.00
05_03-10_43_39.963112,452.00,493.00
05_03-10_43_40.012250,449.00,547.00
05_03-10_43_40.061403,452.00,537.00
05_03-10_43_40.114565,450.00,545.00
05_03-10_43_40.164173,451.00,540.00
05_03-10_43_40.217049,448.00,542.00
05_03-10_43_40.266469,450.00,537.00
05_03-10_43_40.315713,449.00,541.00
05_03-10_43_40.368607,450.00,548.00
05_03-10_43_40.417975,450.00,535.00
05_03-10_43_40.466538,449.00,535.00
05_03-10_43_40.520321,452.00,532.00
05_03-10_43_40.569327,450.00,531.00
05_03-10_43_40.618417,455.00,506.00
05_03-10_43_40.671464,451.00,493.00
05_03-10_43_40.721032,456.00,490.00
05_03-10_43_40.774232,452.00,538.00
05_03-10_43_40.824079,457.00,538.00
05_03-10_43_40.873119,453.00,537.00
05_03-10_43_40.926100,459.00,548.00
05_03-10_43_40.975338,456.00,537.00
05_03-10_43_41.024993,457.00,536.00
05_03-10_43_41.078181,457.00,537.00
05_03-10_43_41.127303,457.00,530.00
05_03-10_43_41.180143,460.00,537.00
05_03-10_43_41.229665,458.00,520.00
05_03-10_43_41.276986,463.00,494.00
05_03-10_43_41.326186,459.00,443.00
05_03-10_43_41.380483,464.00,400.00
05_03-10_43_41.430039,460.00,375.00
05_03-10_43_41.483857,465.00,422.00
05_03-10_43_41.533006,462.00,550.00
05_03-10_43_41.585894,465.00,539.00
05_03-10_43_41.636305,462.00,544.00
05_03-10_43_41.684955,465.00,537.00
05_03-10_43_41.737702,463.00,535.00
05_03-10_43_41.786883,463.00,539.00
05_03-10_43_41.835826,464.00,504.00
05_03-10_43_41.889296,463.00,498.00
05_03-10_43_41.939413,465.00,440.00
05_03-10_43_41.992706,463.00,384.00
05_03-10_43_42.041703,467.00,335.00
05_03-10_43_42.090813,464.00,317.00
05_03-10_43_42.144465,469.00,326.00
05_03-10_43_42.194764,464.00,466.00
05_03-10_43_42.243568,469.00,540.00
05_03-10_43_42.295809,465.00,549.00
05_03-10_43_42.344696,468.00,539.00
05_03-10_43_42.398170,464.00,539.00
05_03-10_43_42.447295,466.00,539.00
05_03-10_43_42.495954,465.00,539.00
05_03-10_43_42.549718,465.00,534.00
05_03-10_43_42.599932,466.00,526.00
05_03-10_43_42.656065,465.00,483.00
05_03-10_43_42.701209,468.00,431.00
05_03-10_43_42.750474,465.00,389.00
05_03-10_43_42.799524,470.00,387.00
05_03-10_43_42.847127,465.00,466.00
05_03-10_43_42.895547,470.00,541.00
05_03-10_43_42.973146,465.00,538.00
05_03-10_43_43.004417,471.00,547.00
05_03-10_43_43.053790,467.00,549.00
05_03-10_43_43.106804,469.00,538.00
05_03-10_43_43.156083,465.00,542.00
05_03-10_43_43.204676,467.00,537.00
05_03-10_43_43.258309,466.00,534.00
05_03-10_43_43.307565,465.00,540.00
05_03-10_43_43.360769,467.00,525.00
05_03-10_43_43.411009,465.00,501.00
05_03-10_43_43.459787,468.00,476.00
05_03-10_43_43.512336,465.00,459.00
05_03-10_43_43.561512,469.00,420.00
05_03-10_43_43.610622,465.00,456.00
05_03-10_43_43.663918,470.00,538.00
05_03-10_43_43.713448,465.00,539.00
05_03-10_43_43.766958,470.00,543.00
05_03-10_43_43.816618,468.00,549.00
05_03-10_43_43.861533,469.00,543.00
05_03-10_43_43.913316,468.00,541.00
05_03-10_43_43.967007,469.00,537.00
05_03-10_43_44.016579,469.00,528.00
05_03-10_43_44.069611,470.00,518.00
05_03-10_43_44.118462,472.00,466.00
05_03-10_43_44.171616,471.00,409.00
05_03-10_43_44.222602,475.00,376.00
05_03-10_43_44.270138,472.00,378.00
05_03-10_43_44.323365,476.00,367.00
05_03-10_43_44.372549,472.00,408.00
05_03-10_43_44.421954,477.00,540.00
05_03-10_43_44.475008,473.00,539.00
05_03-10_43_44.524877,477.00,541.00
05_03-10_43_44.577829,473.00,541.00
05_03-10_43_44.626495,476.00,538.00
05_03-10_43_44.670655,474.00,539.00
05_03-10_43_44.728763,474.00,540.00
05_03-10_43_44.779759,475.00,542.00
05_03-10_43_44.827283,474.00,538.00
05_03-10_43_44.881382,477.00,514.00
05_03-10_43_44.930454,474.00,483.00
05_03-10_43_44.980058,478.00,461.00
05_03-10_43_45.032429,473.00,434.00
05_03-10_43_45.081025,478.00,387.00
05_03-10_43_45.134391,473.00,356.00
05_03-10_43_45.183749,480.00,553.00
