TIMESTAMP,HR,HRV,GSR
05_07-11_48_05.288805,0,545.00
05_07-11_48_05.293803,352.00,543.00
05_07-11_48_05.297799,351.00,545.00
05_07-11_48_05.300797,351.00,539.00
05_07-11_48_05.304813,351.00,534.00
05_07-11_48_05.308792,351.00,546.00
05_07-11_48_05.330782,351.00,538.00
05_07-11_48_05.334779,351.00,544.00
05_07-11_48_05.341854,351.00,545.00
05_07-11_48_05.345870,352.00,543.00
05_07-11_48_05.349849,351.00,545.00
05_07-11_48_05.354853,361.00,545.00
05_07-11_48_06.956607,361.00,545.00
05_07-11_48_07.005772,360.00,534.00
05_07-11_48_07.055925,361.00,536.00
05_07-11_48_07.108711,359.00,538.00
05_07-11_48_07.158261,361.00,547.00
05_07-11_48_07.210646,360.00,546.00
05_07-11_48_07.260705,361.00,543.00
05_07-11_48_07.309866,360.00,547.00
05_07-11_48_07.363145,361.00,544.00
05_07-11_48_07.412274,360.00,545.00
05_07-11_48_07.461592,360.00,540.00
05_07-11_48_07.514594,359.00,547.00
05_07-11_48_07.563844,359.00,538.00
05_07-11_48_07.613001,360.00,546.00
05_07-11_48_07.665910,359.00,544.00
05_07-11_48_07.715146,359.00,534.00
05_07-11_48_07.768652,358.00,534.00
05_07-11_48_07.818106,359.00,534.00
05_07-11_48_07.866801,357.00,545.00
05_07-11_48_07.920134,359.00,536.00
05_07-11_48_07.969729,357.00,544.00
05_07-11_48_08.018120,358.00,545.00
05_07-11_48_08.073114,357.00,543.00
05_07-11_48_08.121245,357.00,535.00
05_07-11_48_08.174131,356.00,539.00
05_07-11_48_08.223582,356.00,546.00
05_07-11_48_08.272442,356.00,539.00
05_07-11_48_08.330336,355.00,534.00
05_07-11_48_08.369633,355.00,533.00
05_07-11_48_08.424446,354.00,533.00
05_07-11_48_08.478261,355.00,532.00
05_07-11_48_08.526419,354.00,546.00
05_07-11_48_08.579700,355.00,538.00
05_07-11_48_08.629271,353.00,536.00
05_07-11_48_08.678009,355.00,535.00
05_07-11_48_08.731217,353.00,544.00
05_07-11_48_08.784116,355.00,542.00
05_07-11_48_08.824539,353.00,534.00
05_07-11_48_08.875323,354.00,533.00
05_07-11_48_08.932139,353.00,533.00
05_07-11_48_08.985705,353.00,533.00
05_07-11_48_09.035060,352.00,528.00
05_07-11_48_09.084280,352.00,528.00
05_07-11_48_09.137428,353.00,486.00
05_07-11_48_09.186343,352.00,410.00
05_07-11_48_09.235584,353.00,333.00
05_07-11_48_09.288296,352.00,270.00
05_07-11_48_09.393734,353.00,217.00
05_07-11_48_09.406726,351.00,183.00
05_07-11_48_09.446549,353.00,159.00
05_07-11_48_09.484750,351.00,223.00
05_07-11_48_09.543500,353.00,524.00
05_07-11_48_09.592379,351.00,534.00
05_07-11_48_09.641577,352.00,546.00
05_07-11_48_09.694231,351.00,543.00
05_07-11_48_09.743915,351.00,532.00
05_07-11_48_09.793019,351.00,532.00
05_07-11_48_09.846773,351.00,530.00
05_07-11_48_09.895960,351.00,533.00
05_07-11_48_09.948621,351.00,511.00
05_07-11_48_09.997939,352.00,476.00
05_07-11_48_10.050747,350.00,420.00
05_07-11_48_10.095100,352.00,377.00
05_07-11_48_10.150506,350.00,339.00
05_07-11_48_10.198652,352.00,314.00
05_07-11_48_10.252343,350.00,289.00
05_07-11_48_10.301248,351.00,260.00
05_07-11_48_10.353796,350.00,238.00
05_07-11_48_10.403759,351.00,211.00
05_07-11_48_10.453140,350.00,231.00
05_07-11_48_10.506859,350.00,468.00
05_07-11_48_10.556997,349.00,537.00
05_07-11_48_10.604887,349.00,533.00
05_07-11_48_10.657351,350.00,535.00
05_07-11_48_10.706890,349.00,532.00
05_07-11_48_10.806551,350.00,532.00
05_07-11_48_10.819855,349.00,533.00
05_07-11_48_10.859119,351.00,532.00
05_07-11_48_10.911498,349.00,528.00
05_07-11_48_10.961537,350.00,533.00
05_07-11_48_11.010897,349.00,505.00
05_07-11_48_11.081107,350.00,461.00
05_07-11_48_11.113137,349.00,418.00
05_07-11_48_11.166066,349.00,385.00
05_07-11_48_11.227808,349.00,352.00
05_07-11_48_11.264067,349.00,343.00
05_07-11_48_11.318244,349.00,498.00
05_07-11_48_11.366615,348.00,533.00
05_07-11_48_11.416180,348.00,538.00
05_07-11_48_11.468856,347.00,533.00
05_07-11_48_11.518476,349.00,532.00
05_07-11_48_11.567883,347.00,533.00
05_07-11_48_11.620640,349.00,532.00
05_07-11_48_11.670289,347.00,537.00
05_07-11_48_11.723375,349.00,530.00
05_07-11_48_11.765181,347.00,533.00
05_07-11_48_11.819715,348.00,500.00
05_07-11_48_11.874944,347.00,448.00
05_07-11_48_11.924121,348.00,396.00
05_07-11_48_11.973255,347.00,355.00
05_07-11_48_12.026509,347.00,318.00
05_07-11_48_12.075668,347.00,282.00
05_07-11_48_12.128896,347.00,350.00
05_07-11_48_12.178123,348.00,532.00
05_07-11_48_12.227134,347.00,533.00
05_07-11_48_12.280468,348.00,534.00
05_07-11_48_12.330831,347.00,538.00
05_07-11_48_12.379794,349.00,545.00
05_07-11_48_12.432470,347.00,534.00
05_07-11_48_12.482167,349.00,546.00
05_07-11_48_12.534084,347.00,537.00
05_07-11_48_12.583417,348.00,534.00
05_07-11_48_12.632806,347.00,527.00
05_07-11_48_12.686171,348.00,513.00
05_07-11_48_12.735299,348.00,463.00
05_07-11_48_12.787397,348.00,412.00
05_07-11_48_12.832439,348.00,373.00
05_07-11_48_12.886641,347.00,325.00
05_07-11_48_12.939949,348.00,288.00
05_07-11_48_12.989133,347.00,349.00
05_07-11_48_13.038262,348.00,533.00
05_07-11_48_13.091509,347.00,534.00
05_07-11_48_13.141396,349.00,536.00
05_07-11_48_13.189719,347.00,537.00
05_07-11_48_13.243067,349.00,533.00
05_07-11_48_13.285198,348.00,533.00
05_07-11_48_13.342385,349.00,533.00
05_07-11_48_13.394643,348.00,534.00
05_07-11_48_13.444769,350.00,531.00
05_07-11_48_13.490000,349.00,530.00
05_07-11_48_13.546194,350.00,532.00
05_07-11_48_13.595633,350.00,512.00
05_07-11_48_13.649393,351.00,496.00
05_07-11_48_13.698748,352.00,451.00
05_07-11_48_13.747905,351.00,434.00
05_07-11_48_13.800969,353.00,533.00
05_07-11_48_13.850281,352.00,533.00
05_07-11_48_13.902661,354.00,533.00
05_07-11_48_13.952508,352.00,533.00
05_07-11_48_14.001379,354.00,532.00
05_07-11_48_14.054325,354.00,546.00
05_07-11_48_14.104195,354.00,531.00
05_07-11_48_14.154268,354.00,531.00
05_07-11_48_14.206635,354.00,526.00
05_07-11_48_14.255797,354.00,524.00
05_07-11_48_14.309124,354.00,502.00
05_07-11_48_14.358151,355.00,454.00
05_07-11_48_14.407409,354.00,416.00
05_07-11_48_14.460590,355.00,389.00
05_07-11_48_14.509779,354.00,355.00
05_07-11_48_14.559435,356.00,361.00
05_07-11_48_14.613744,354.00,499.00
05_07-11_48_14.661744,355.00,532.00
05_07-11_48_14.714567,353.00,535.00
05_07-11_48_14.763718,355.00,538.00
05_07-11_48_14.812885,353.00,534.00
05_07-11_48_14.866151,354.00,535.00
05_07-11_48_14.915306,353.00,530.00
05_07-11_48_14.964903,353.00,526.00
05_07-11_48_15.017639,352.00,531.00
05_07-11_48_15.067136,353.00,504.00
05_07-11_48_15.120130,352.00,461.00
05_07-11_48_15.169560,352.00,415.00
05_07-11_48_15.218781,353.00,383.00
05_07-11_48_15.271638,352.00,365.00
05_07-11_48_15.321795,353.00,344.00
05_07-11_48_15.369954,351.00,325.00
05_07-11_48_15.424199,353.00,315.00
05_07-11_48_15.464324,351.00,379.00
05_07-11_48_15.521940,353.00,544.00
05_07-11_48_15.575599,351.00,533.00
05_07-11_48_15.624870,352.00,532.00
05_07-11_48_15.676831,351.00,533.00
05_07-11_48_15.726329,351.00,533.00
05_07-11_48_15.775491,351.00,545.00
05_07-11_48_15.828721,351.00,533.00
05_07-11_48_15.877901,351.00,546.00
05_07-11_48_15.927937,350.00,526.00
05_07-11_48_15.981052,351.00,518.00
05_07-11_48_16.029923,350.00,480.00
05_07-11_48_16.082469,351.00,440.00
05_07-11_48_16.132820,350.00,403.00
05_07-11_48_16.181515,351.00,476.00
05_07-11_48_16.234174,350.00,420.00
05_07-11_48_16.283492,351.00,331.00
05_07-11_48_16.332902,349.00,336.00
05_07-11_48_16.386097,350.00,326.00
05_07-11_48_16.435381,349.00,310.00
05_07-11_48_16.488202,350.00,281.00
05_07-11_48_16.537363,349.00,282.00
05_07-11_48_16.586956,349.00,333.00
05_07-11_48_16.639562,349.00,530.00
05_07-11_48_16.688874,349.00,533.00
05_07-11_48_16.739627,350.00,535.00
05_07-11_48_16.783291,349.00,544.00
05_07-11_48_16.840836,350.00,533.00
05_07-11_48_16.890612,349.00,544.00
05_07-11_48_16.942870,350.00,535.00
05_07-11_48_16.993034,348.00,544.00
05_07-11_48_17.045100,350.00,538.00
05_07-11_48_17.095435,348.00,537.00
05_07-11_48_17.135406,349.00,529.00
05_07-11_48_17.197849,348.00,526.00
05_07-11_48_17.246932,348.00,530.00
05_07-11_48_17.296871,347.00,516.00
05_07-11_48_17.349371,347.00,505.00
05_07-11_48_17.398477,348.00,449.00
05_07-11_48_17.451755,347.00,393.00
05_07-11_48_17.500856,348.00,357.00
05_07-11_48_17.550856,347.00,456.00
05_07-11_48_17.602511,348.00,533.00
05_07-11_48_17.651729,346.00,537.00
05_07-11_48_17.701569,348.00,536.00
05_07-11_48_17.754824,347.00,533.00
05_07-11_48_17.803503,348.00,532.00
05_07-11_48_17.856992,347.00,533.00
05_07-11_48_17.906449,347.00,532.00
05_07-11_48_17.955573,346.00,532.00
05_07-11_48_18.008794,347.00,532.00
05_07-11_48_18.058044,346.00,527.00
05_07-11_48_18.107166,346.00,537.00
05_07-11_48_18.160431,346.00,477.00
05_07-11_48_18.209332,346.00,410.00
05_07-11_48_18.266816,347.00,368.00
05_07-11_48_18.310961,346.00,330.00
05_07-11_48_18.361139,347.00,301.00
