TIMESTAMP,HR,HRV,GSR
03_27-08_48_34.282348,351.00,16.00
03_27-08_48_34.282348,350.00,16.00
03_27-08_48_34.282348,346.00,16.00
03_27-08_48_34.282348,352.00,16.00
03_27-08_48_34.282348,346.00,17.00
03_27-08_48_34.282348,353.00,16.00
03_27-08_48_34.282348,346.00,16.00
03_27-08_48_34.282348,352.00,17.00
03_27-08_48_34.282348,346.00,16.00
03_27-08_48_34.282348,351.00,16.00
03_27-08_48_34.282348,343.00,16.00
03_27-08_48_35.852428,348.00,17.00
03_27-08_48_35.899299,345.00,16.00
03_27-08_48_35.946172,352.00,16.00
03_27-08_48_36.008670,346.00,16.00
03_27-08_48_36.055541,353.00,17.00
03_27-08_48_36.102427,347.00,16.00
03_27-08_48_36.164975,353.00,16.00
03_27-08_48_36.211778,347.00,16.00
03_27-08_48_36.258649,352.00,16.00
03_27-08_48_36.305556,347.00,16.00
03_27-08_48_36.352393,350.00,17.00
03_27-08_48_36.414960,348.00,16.00
03_27-08_48_36.461834,348.00,16.00
03_27-08_48_36.508636,348.00,16.00
03_27-08_48_36.555504,345.00,17.00
03_27-08_48_37.068388,349.00,16.00
03_27-08_48_37.146512,345.00,16.00
03_27-08_48_37.162061,352.00,17.00
03_27-08_48_37.162061,346.00,16.00
03_27-08_48_37.162061,353.00,16.00
03_27-08_48_37.162061,346.00,16.00
03_27-08_48_37.177689,353.00,16.00
03_27-08_48_37.177689,346.00,17.00
03_27-08_48_37.177689,352.00,16.00
03_27-08_48_37.177689,347.00,17.00
03_27-08_48_37.177689,350.00,17.00
03_27-08_48_37.177689,348.00,16.00
03_27-08_48_37.224557,347.00,17.00
03_27-08_48_37.271444,348.00,16.00
03_27-08_48_37.318298,345.00,16.00
03_27-08_48_37.365242,349.00,17.00
03_27-08_48_37.416598,345.00,17.00
03_27-08_48_37.479090,352.00,16.00
03_27-08_48_37.525891,346.00,16.00
03_27-08_48_37.572759,353.00,16.00
03_27-08_48_37.619631,346.00,16.00
03_27-08_48_37.682127,353.00,17.00
03_27-08_48_37.744841,346.00,17.00
03_27-08_48_37.780170,352.00,16.00
03_27-08_48_37.827057,347.00,16.00
03_27-08_48_37.873949,350.00,17.00
03_27-08_48_37.936414,348.00,16.00
03_27-08_48_37.983284,347.00,16.00
